,label,img_path,bord,phyllotaxie,type_feuille,ligneux
298,magnolia,dataset_processed_v3/Train/magnolia/24.jpg,lisse,alterne,simple,oui
299,magnolia,dataset_processed_v3/Train/magnolia/151.jpg,lisse,alterne,simple,oui
300,magnolia,dataset_processed_v3/Train/magnolia/111.jpg,lisse,alterne,simple,oui
301,magnolia,dataset_processed_v3/Train/magnolia/152.jpg,lisse,alterne,simple,oui
302,magnolia,dataset_processed_v3/Train/magnolia/95.jpg,lisse,alterne,simple,oui
303,magnolia,dataset_processed_v3/Train/magnolia/32.jpg,lisse,alterne,simple,oui
304,magnolia,dataset_processed_v3/Train/magnolia/183.jpg,lisse,alterne,simple,oui
305,magnolia,dataset_processed_v3/Train/magnolia/142.jpg,lisse,alterne,simple,oui
306,magnolia,dataset_processed_v3/Train/magnolia/195.jpg,lisse,alterne,simple,oui
307,magnolia,dataset_processed_v3/Train/magnolia/73.jpg,lisse,alterne,simple,oui
308,magnolia,dataset_processed_v3/Train/magnolia/135.jpg,lisse,alterne,simple,oui
309,magnolia,dataset_processed_v3/Train/magnolia/magnolia087.jpg,lisse,alterne,simple,oui
310,magnolia,dataset_processed_v3/Train/magnolia/82.jpg,lisse,alterne,simple,oui
311,magnolia,dataset_processed_v3/Train/magnolia/magnolia082.jpg,lisse,alterne,simple,oui
312,magnolia,dataset_processed_v3/Train/magnolia/magnolia084.jpg,lisse,alterne,simple,oui
313,magnolia,dataset_processed_v3/Train/magnolia/93.jpg,lisse,alterne,simple,oui
314,magnolia,dataset_processed_v3/Train/magnolia/122.jpg,lisse,alterne,simple,oui
315,magnolia,dataset_processed_v3/Train/magnolia/41.jpg,lisse,alterne,simple,oui
316,magnolia,dataset_processed_v3/Train/magnolia/164.jpg,lisse,alterne,simple,oui
317,magnolia,dataset_processed_v3/Train/magnolia/magnolia085.jpg,lisse,alterne,simple,oui
318,magnolia,dataset_processed_v3/Train/magnolia/105.jpg,lisse,alterne,simple,oui
319,magnolia,dataset_processed_v3/Train/magnolia/74.jpg,lisse,alterne,simple,oui
320,magnolia,dataset_processed_v3/Train/magnolia/magnolia100.jpg,lisse,alterne,simple,oui
321,magnolia,dataset_processed_v3/Train/magnolia/20.jpg,lisse,alterne,simple,oui
322,magnolia,dataset_processed_v3/Train/magnolia/04.jpg,lisse,alterne,simple,oui
323,magnolia,dataset_processed_v3/Train/magnolia/130.jpg,lisse,alterne,simple,oui
324,magnolia,dataset_processed_v3/Train/magnolia/64.jpg,lisse,alterne,simple,oui
325,magnolia,dataset_processed_v3/Train/magnolia/magnolia092.jpg,lisse,alterne,simple,oui
326,magnolia,dataset_processed_v3/Train/magnolia/magnolia099.jpg,lisse,alterne,simple,oui
327,magnolia,dataset_processed_v3/Train/magnolia/80.jpg,lisse,alterne,simple,oui
328,magnolia,dataset_processed_v3/Train/magnolia/102.jpg,lisse,alterne,simple,oui
329,magnolia,dataset_processed_v3/Train/magnolia/05.jpg,lisse,alterne,simple,oui
330,magnolia,dataset_processed_v3/Train/magnolia/62.jpg,lisse,alterne,simple,oui
331,magnolia,dataset_processed_v3/Train/magnolia/magnolia097.jpg,lisse,alterne,simple,oui
332,magnolia,dataset_processed_v3/Train/magnolia/133.jpg,lisse,alterne,simple,oui
333,magnolia,dataset_processed_v3/Train/magnolia/52.jpg,lisse,alterne,simple,oui
334,magnolia,dataset_processed_v3/Train/magnolia/175.jpg,lisse,alterne,simple,oui
335,magnolia,dataset_processed_v3/Train/magnolia/104.jpg,lisse,alterne,simple,oui
336,magnolia,dataset_processed_v3/Train/magnolia/83.jpg,lisse,alterne,simple,oui
337,magnolia,dataset_processed_v3/Train/magnolia/33.jpg,lisse,alterne,simple,oui
338,magnolia,dataset_processed_v3/Train/magnolia/194.jpg,lisse,alterne,simple,oui
339,magnolia,dataset_processed_v3/Train/magnolia/171.jpg,lisse,alterne,simple,oui
340,magnolia,dataset_processed_v3/Train/magnolia/63.jpg,lisse,alterne,simple,oui
341,magnolia,dataset_processed_v3/Train/magnolia/113.jpg,lisse,alterne,simple,oui
342,magnolia,dataset_processed_v3/Train/magnolia/00.jpg,lisse,alterne,simple,oui
343,magnolia,dataset_processed_v3/Train/magnolia/30.jpg,lisse,alterne,simple,oui
344,magnolia,dataset_processed_v3/Train/magnolia/21.jpg,lisse,alterne,simple,oui
345,magnolia,dataset_processed_v3/Train/magnolia/121.jpg,lisse,alterne,simple,oui
346,magnolia,dataset_processed_v3/Train/magnolia/magnolia088.jpg,lisse,alterne,simple,oui
347,magnolia,dataset_processed_v3/Train/magnolia/101.jpg,lisse,alterne,simple,oui
348,magnolia,dataset_processed_v3/Train/magnolia/92.jpg,lisse,alterne,simple,oui
349,magnolia,dataset_processed_v3/Train/magnolia/110.jpg,lisse,alterne,simple,oui
350,magnolia,dataset_processed_v3/Train/magnolia/184.jpg,lisse,alterne,simple,oui
351,magnolia,dataset_processed_v3/Train/magnolia/magnolia095.jpg,lisse,alterne,simple,oui
352,magnolia,dataset_processed_v3/Train/magnolia/53.jpg,lisse,alterne,simple,oui
353,magnolia,dataset_processed_v3/Train/magnolia/100.jpg,lisse,alterne,simple,oui
354,magnolia,dataset_processed_v3/Train/magnolia/25.jpg,lisse,alterne,simple,oui
355,magnolia,dataset_processed_v3/Train/magnolia/45.jpg,lisse,alterne,simple,oui
356,magnolia,dataset_processed_v3/Train/magnolia/magnolia081.jpg,lisse,alterne,simple,oui
357,magnolia,dataset_processed_v3/Train/magnolia/181.jpg,lisse,alterne,simple,oui
358,magnolia,dataset_processed_v3/Train/magnolia/55.jpg,lisse,alterne,simple,oui
359,magnolia,dataset_processed_v3/Train/magnolia/114.jpg,lisse,alterne,simple,oui
360,magnolia,dataset_processed_v3/Train/magnolia/70.jpg,lisse,alterne,simple,oui
361,magnolia,dataset_processed_v3/Train/magnolia/34.jpg,lisse,alterne,simple,oui
362,magnolia,dataset_processed_v3/Train/magnolia/161.jpg,lisse,alterne,simple,oui
363,magnolia,dataset_processed_v3/Train/magnolia/23.jpg,lisse,alterne,simple,oui
364,magnolia,dataset_processed_v3/Train/magnolia/170.jpg,lisse,alterne,simple,oui
365,magnolia,dataset_processed_v3/Train/magnolia/12.jpg,lisse,alterne,simple,oui
366,magnolia,dataset_processed_v3/Train/magnolia/150.jpg,lisse,alterne,simple,oui
367,magnolia,dataset_processed_v3/Train/magnolia/50.jpg,lisse,alterne,simple,oui
368,magnolia,dataset_processed_v3/Train/magnolia/143.jpg,lisse,alterne,simple,oui
369,magnolia,dataset_processed_v3/Train/magnolia/163.jpg,lisse,alterne,simple,oui
370,magnolia,dataset_processed_v3/Train/magnolia/magnolia089.jpg,lisse,alterne,simple,oui
371,magnolia,dataset_processed_v3/Train/magnolia/85.jpg,lisse,alterne,simple,oui
372,magnolia,dataset_processed_v3/Train/magnolia/144.jpg,lisse,alterne,simple,oui
373,magnolia,dataset_processed_v3/Train/magnolia/154.jpg,lisse,alterne,simple,oui
374,magnolia,dataset_processed_v3/Train/magnolia/02.jpg,lisse,alterne,simple,oui
375,magnolia,dataset_processed_v3/Train/magnolia/172.jpg,lisse,alterne,simple,oui
376,magnolia,dataset_processed_v3/Train/magnolia/94.jpg,lisse,alterne,simple,oui
377,magnolia,dataset_processed_v3/Train/magnolia/43.jpg,lisse,alterne,simple,oui
378,magnolia,dataset_processed_v3/Train/magnolia/61.jpg,lisse,alterne,simple,oui
379,magnolia,dataset_processed_v3/Train/magnolia/72.jpg,lisse,alterne,simple,oui
380,magnolia,dataset_processed_v3/Train/magnolia/81.jpg,lisse,alterne,simple,oui
381,magnolia,dataset_processed_v3/Train/magnolia/160.jpg,lisse,alterne,simple,oui
382,magnolia,dataset_processed_v3/Train/magnolia/13.jpg,lisse,alterne,simple,oui
383,magnolia,dataset_processed_v3/Train/magnolia/60.jpg,lisse,alterne,simple,oui
384,magnolia,dataset_processed_v3/Train/magnolia/magnolia083.jpg,lisse,alterne,simple,oui
385,magnolia,dataset_processed_v3/Train/magnolia/35.jpg,lisse,alterne,simple,oui
386,magnolia,dataset_processed_v3/Train/magnolia/115.jpg,lisse,alterne,simple,oui
387,magnolia,dataset_processed_v3/Train/magnolia/174.jpg,lisse,alterne,simple,oui
388,magnolia,dataset_processed_v3/Train/magnolia/03.jpg,lisse,alterne,simple,oui
389,magnolia,dataset_processed_v3/Train/magnolia/magnolia096.jpg,lisse,alterne,simple,oui
390,magnolia,dataset_processed_v3/Train/magnolia/180.jpg,lisse,alterne,simple,oui
391,magnolia,dataset_processed_v3/Train/magnolia/10.jpg,lisse,alterne,simple,oui
392,magnolia,dataset_processed_v3/Train/magnolia/22.jpg,lisse,alterne,simple,oui
393,magnolia,dataset_processed_v3/Train/magnolia/124.jpg,lisse,alterne,simple,oui
394,magnolia,dataset_processed_v3/Train/magnolia/182.jpg,lisse,alterne,simple,oui
395,magnolia,dataset_processed_v3/Train/magnolia/44.jpg,lisse,alterne,simple,oui
396,magnolia,dataset_processed_v3/Train/magnolia/123.jpg,lisse,alterne,simple,oui
397,magnolia,dataset_processed_v3/Train/magnolia/65.jpg,lisse,alterne,simple,oui
398,magnolia,dataset_processed_v3/Train/magnolia/193.jpg,lisse,alterne,simple,oui
399,magnolia,dataset_processed_v3/Train/magnolia/84.jpg,lisse,alterne,simple,oui
400,magnolia,dataset_processed_v3/Train/magnolia/140.jpg,lisse,alterne,simple,oui
401,magnolia,dataset_processed_v3/Train/magnolia/magnolia098.jpg,lisse,alterne,simple,oui
402,magnolia,dataset_processed_v3/Train/magnolia/14.jpg,lisse,alterne,simple,oui
403,magnolia,dataset_processed_v3/Train/magnolia/125.jpg,lisse,alterne,simple,oui
404,magnolia,dataset_processed_v3/Train/magnolia/112.jpg,lisse,alterne,simple,oui
405,magnolia,dataset_processed_v3/Train/magnolia/magnolia086.jpg,lisse,alterne,simple,oui
406,magnolia,dataset_processed_v3/Train/magnolia/141.jpg,lisse,alterne,simple,oui
407,magnolia,dataset_processed_v3/Train/magnolia/magnolia093.jpg,lisse,alterne,simple,oui
408,magnolia,dataset_processed_v3/Train/magnolia/131.jpg,lisse,alterne,simple,oui
409,magnolia,dataset_processed_v3/Train/magnolia/145.jpg,lisse,alterne,simple,oui
410,magnolia,dataset_processed_v3/Train/magnolia/103.jpg,lisse,alterne,simple,oui
411,magnolia,dataset_processed_v3/Train/magnolia/54.jpg,lisse,alterne,simple,oui
412,magnolia,dataset_processed_v3/Train/magnolia/165.jpg,lisse,alterne,simple,oui
413,magnolia,dataset_processed_v3/Train/magnolia/132.jpg,lisse,alterne,simple,oui
414,magnolia,dataset_processed_v3/Train/magnolia/120.jpg,lisse,alterne,simple,oui
415,magnolia,dataset_processed_v3/Train/magnolia/75.jpg,lisse,alterne,simple,oui
416,magnolia,dataset_processed_v3/Train/magnolia/192.jpg,lisse,alterne,simple,oui
417,magnolia,dataset_processed_v3/Train/magnolia/153.jpg,lisse,alterne,simple,oui
418,magnolia,dataset_processed_v3/Train/magnolia/162.jpg,lisse,alterne,simple,oui
419,magnolia,dataset_processed_v3/Train/magnolia/01.jpg,lisse,alterne,simple,oui
420,ulmus,dataset_processed_v3/Train/ulmus/191.jpg,dente,alterne,simple,oui
421,ulmus,dataset_processed_v3/Train/ulmus/42.jpg,dente,alterne,simple,oui
422,ulmus,dataset_processed_v3/Train/ulmus/40.jpg,dente,alterne,simple,oui
423,ulmus,dataset_processed_v3/Train/ulmus/190.jpg,dente,alterne,simple,oui
424,ulmus,dataset_processed_v3/Train/ulmus/91.jpg,dente,alterne,simple,oui
425,ulmus,dataset_processed_v3/Train/ulmus/173.jpg,dente,alterne,simple,oui
426,ulmus,dataset_processed_v3/Train/ulmus/90.jpg,dente,alterne,simple,oui
427,ulmus,dataset_processed_v3/Train/ulmus/ulmus086.jpg,dente,alterne,simple,oui
428,ulmus,dataset_processed_v3/Train/ulmus/134.jpg,dente,alterne,simple,oui
429,ulmus,dataset_processed_v3/Train/ulmus/ulmus084.jpg,dente,alterne,simple,oui
430,ulmus,dataset_processed_v3/Train/ulmus/155.jpg,dente,alterne,simple,oui
431,ulmus,dataset_processed_v3/Train/ulmus/11.jpg,dente,alterne,simple,oui
432,ulmus,dataset_processed_v3/Train/ulmus/185.jpg,dente,alterne,simple,oui
433,ulmus,dataset_processed_v3/Train/ulmus/15.jpg,dente,alterne,simple,oui
434,ulmus,dataset_processed_v3/Train/ulmus/31.jpg,dente,alterne,simple,oui
435,ulmus,dataset_processed_v3/Train/ulmus/71.jpg,dente,alterne,simple,oui
436,ulmus,dataset_processed_v3/Train/ulmus/51.jpg,dente,alterne,simple,oui
437,ulmus,dataset_processed_v3/Train/ulmus/24.jpg,dente,alterne,simple,oui
438,ulmus,dataset_processed_v3/Train/ulmus/151.jpg,dente,alterne,simple,oui
439,ulmus,dataset_processed_v3/Train/ulmus/111.jpg,dente,alterne,simple,oui
440,ulmus,dataset_processed_v3/Train/ulmus/152.jpg,dente,alterne,simple,oui
441,ulmus,dataset_processed_v3/Train/ulmus/ulmus087.jpg,dente,alterne,simple,oui
442,ulmus,dataset_processed_v3/Train/ulmus/95.jpg,dente,alterne,simple,oui
443,ulmus,dataset_processed_v3/Train/ulmus/32.jpg,dente,alterne,simple,oui
444,ulmus,dataset_processed_v3/Train/ulmus/183.jpg,dente,alterne,simple,oui
445,ulmus,dataset_processed_v3/Train/ulmus/ulmus097.jpg,dente,alterne,simple,oui
446,ulmus,dataset_processed_v3/Train/ulmus/142.jpg,dente,alterne,simple,oui
447,ulmus,dataset_processed_v3/Train/ulmus/195.jpg,dente,alterne,simple,oui
448,ulmus,dataset_processed_v3/Train/ulmus/73.jpg,dente,alterne,simple,oui
449,ulmus,dataset_processed_v3/Train/ulmus/135.jpg,dente,alterne,simple,oui
450,ulmus,dataset_processed_v3/Train/ulmus/82.jpg,dente,alterne,simple,oui
451,ulmus,dataset_processed_v3/Train/ulmus/93.jpg,dente,alterne,simple,oui
452,ulmus,dataset_processed_v3/Train/ulmus/122.jpg,dente,alterne,simple,oui
453,ulmus,dataset_processed_v3/Train/ulmus/41.jpg,dente,alterne,simple,oui
454,ulmus,dataset_processed_v3/Train/ulmus/164.jpg,dente,alterne,simple,oui
455,ulmus,dataset_processed_v3/Train/ulmus/ulmus098.jpg,dente,alterne,simple,oui
456,ulmus,dataset_processed_v3/Train/ulmus/ulmus090.jpg,dente,alterne,simple,oui
457,ulmus,dataset_processed_v3/Train/ulmus/105.jpg,dente,alterne,simple,oui
458,ulmus,dataset_processed_v3/Train/ulmus/74.jpg,dente,alterne,simple,oui
459,ulmus,dataset_processed_v3/Train/ulmus/20.jpg,dente,alterne,simple,oui
460,ulmus,dataset_processed_v3/Train/ulmus/04.jpg,dente,alterne,simple,oui
461,ulmus,dataset_processed_v3/Train/ulmus/ulmus100.jpg,dente,alterne,simple,oui
462,ulmus,dataset_processed_v3/Train/ulmus/130.jpg,dente,alterne,simple,oui
463,ulmus,dataset_processed_v3/Train/ulmus/64.jpg,dente,alterne,simple,oui
464,ulmus,dataset_processed_v3/Train/ulmus/ulmus082.jpg,dente,alterne,simple,oui
465,ulmus,dataset_processed_v3/Train/ulmus/80.jpg,dente,alterne,simple,oui
466,ulmus,dataset_processed_v3/Train/ulmus/102.jpg,dente,alterne,simple,oui
467,ulmus,dataset_processed_v3/Train/ulmus/05.jpg,dente,alterne,simple,oui
468,ulmus,dataset_processed_v3/Train/ulmus/62.jpg,dente,alterne,simple,oui
469,ulmus,dataset_processed_v3/Train/ulmus/ulmus092.jpg,dente,alterne,simple,oui
470,ulmus,dataset_processed_v3/Train/ulmus/133.jpg,dente,alterne,simple,oui
471,ulmus,dataset_processed_v3/Train/ulmus/52.jpg,dente,alterne,simple,oui
472,ulmus,dataset_processed_v3/Train/ulmus/175.jpg,dente,alterne,simple,oui
473,ulmus,dataset_processed_v3/Train/ulmus/104.jpg,dente,alterne,simple,oui
474,ulmus,dataset_processed_v3/Train/ulmus/83.jpg,dente,alterne,simple,oui
475,ulmus,dataset_processed_v3/Train/ulmus/33.jpg,dente,alterne,simple,oui
476,ulmus,dataset_processed_v3/Train/ulmus/194.jpg,dente,alterne,simple,oui
477,ulmus,dataset_processed_v3/Train/ulmus/ulmus094.jpg,dente,alterne,simple,oui
478,ulmus,dataset_processed_v3/Train/ulmus/171.jpg,dente,alterne,simple,oui
479,ulmus,dataset_processed_v3/Train/ulmus/63.jpg,dente,alterne,simple,oui
480,ulmus,dataset_processed_v3/Train/ulmus/ulmus083.jpg,dente,alterne,simple,oui
481,ulmus,dataset_processed_v3/Train/ulmus/113.jpg,dente,alterne,simple,oui
482,ulmus,dataset_processed_v3/Train/ulmus/00.jpg,dente,alterne,simple,oui
483,ulmus,dataset_processed_v3/Train/ulmus/30.jpg,dente,alterne,simple,oui
484,ulmus,dataset_processed_v3/Train/ulmus/21.jpg,dente,alterne,simple,oui
485,ulmus,dataset_processed_v3/Train/ulmus/121.jpg,dente,alterne,simple,oui
486,ulmus,dataset_processed_v3/Train/ulmus/101.jpg,dente,alterne,simple,oui
487,ulmus,dataset_processed_v3/Train/ulmus/92.jpg,dente,alterne,simple,oui
488,ulmus,dataset_processed_v3/Train/ulmus/110.jpg,dente,alterne,simple,oui
489,ulmus,dataset_processed_v3/Train/ulmus/184.jpg,dente,alterne,simple,oui
490,ulmus,dataset_processed_v3/Train/ulmus/53.jpg,dente,alterne,simple,oui
491,ulmus,dataset_processed_v3/Train/ulmus/100.jpg,dente,alterne,simple,oui
492,ulmus,dataset_processed_v3/Train/ulmus/25.jpg,dente,alterne,simple,oui
493,ulmus,dataset_processed_v3/Train/ulmus/45.jpg,dente,alterne,simple,oui
494,ulmus,dataset_processed_v3/Train/ulmus/ulmus099.jpg,dente,alterne,simple,oui
495,ulmus,dataset_processed_v3/Train/ulmus/181.jpg,dente,alterne,simple,oui
496,ulmus,dataset_processed_v3/Train/ulmus/ulmus089.jpg,dente,alterne,simple,oui
497,ulmus,dataset_processed_v3/Train/ulmus/55.jpg,dente,alterne,simple,oui
498,ulmus,dataset_processed_v3/Train/ulmus/114.jpg,dente,alterne,simple,oui
499,ulmus,dataset_processed_v3/Train/ulmus/ulmus096.jpg,dente,alterne,simple,oui
500,ulmus,dataset_processed_v3/Train/ulmus/70.jpg,dente,alterne,simple,oui
501,ulmus,dataset_processed_v3/Train/ulmus/34.jpg,dente,alterne,simple,oui
502,ulmus,dataset_processed_v3/Train/ulmus/161.jpg,dente,alterne,simple,oui
503,ulmus,dataset_processed_v3/Train/ulmus/23.jpg,dente,alterne,simple,oui
504,ulmus,dataset_processed_v3/Train/ulmus/170.jpg,dente,alterne,simple,oui
505,ulmus,dataset_processed_v3/Train/ulmus/12.jpg,dente,alterne,simple,oui
506,ulmus,dataset_processed_v3/Train/ulmus/150.jpg,dente,alterne,simple,oui
507,ulmus,dataset_processed_v3/Train/ulmus/50.jpg,dente,alterne,simple,oui
508,ulmus,dataset_processed_v3/Train/ulmus/143.jpg,dente,alterne,simple,oui
509,ulmus,dataset_processed_v3/Train/ulmus/ulmus095.jpg,dente,alterne,simple,oui
510,ulmus,dataset_processed_v3/Train/ulmus/163.jpg,dente,alterne,simple,oui
511,ulmus,dataset_processed_v3/Train/ulmus/85.jpg,dente,alterne,simple,oui
512,ulmus,dataset_processed_v3/Train/ulmus/144.jpg,dente,alterne,simple,oui
513,ulmus,dataset_processed_v3/Train/ulmus/154.jpg,dente,alterne,simple,oui
514,ulmus,dataset_processed_v3/Train/ulmus/02.jpg,dente,alterne,simple,oui
515,ulmus,dataset_processed_v3/Train/ulmus/172.jpg,dente,alterne,simple,oui
516,ulmus,dataset_processed_v3/Train/ulmus/94.jpg,dente,alterne,simple,oui
517,ulmus,dataset_processed_v3/Train/ulmus/43.jpg,dente,alterne,simple,oui
518,ulmus,dataset_processed_v3/Train/ulmus/61.jpg,dente,alterne,simple,oui
519,ulmus,dataset_processed_v3/Train/ulmus/72.jpg,dente,alterne,simple,oui
520,ulmus,dataset_processed_v3/Train/ulmus/ulmus091.jpg,dente,alterne,simple,oui
521,ulmus,dataset_processed_v3/Train/ulmus/81.jpg,dente,alterne,simple,oui
522,ulmus,dataset_processed_v3/Train/ulmus/160.jpg,dente,alterne,simple,oui
523,ulmus,dataset_processed_v3/Train/ulmus/13.jpg,dente,alterne,simple,oui
524,ulmus,dataset_processed_v3/Train/ulmus/60.jpg,dente,alterne,simple,oui
525,ulmus,dataset_processed_v3/Train/ulmus/35.jpg,dente,alterne,simple,oui
526,ulmus,dataset_processed_v3/Train/ulmus/ulmus085.jpg,dente,alterne,simple,oui
527,ulmus,dataset_processed_v3/Train/ulmus/115.jpg,dente,alterne,simple,oui
528,ulmus,dataset_processed_v3/Train/ulmus/174.jpg,dente,alterne,simple,oui
529,ulmus,dataset_processed_v3/Train/ulmus/03.jpg,dente,alterne,simple,oui
530,ulmus,dataset_processed_v3/Train/ulmus/180.jpg,dente,alterne,simple,oui
531,ulmus,dataset_processed_v3/Train/ulmus/10.jpg,dente,alterne,simple,oui
532,ulmus,dataset_processed_v3/Train/ulmus/22.jpg,dente,alterne,simple,oui
533,ulmus,dataset_processed_v3/Train/ulmus/124.jpg,dente,alterne,simple,oui
534,ulmus,dataset_processed_v3/Train/ulmus/182.jpg,dente,alterne,simple,oui
535,ulmus,dataset_processed_v3/Train/ulmus/44.jpg,dente,alterne,simple,oui
536,ulmus,dataset_processed_v3/Train/ulmus/123.jpg,dente,alterne,simple,oui
537,ulmus,dataset_processed_v3/Train/ulmus/65.jpg,dente,alterne,simple,oui
538,ulmus,dataset_processed_v3/Train/ulmus/193.jpg,dente,alterne,simple,oui
539,ulmus,dataset_processed_v3/Train/ulmus/84.jpg,dente,alterne,simple,oui
540,ulmus,dataset_processed_v3/Train/ulmus/140.jpg,dente,alterne,simple,oui
541,ulmus,dataset_processed_v3/Train/ulmus/14.jpg,dente,alterne,simple,oui
542,ulmus,dataset_processed_v3/Train/ulmus/125.jpg,dente,alterne,simple,oui
543,ulmus,dataset_processed_v3/Train/ulmus/112.jpg,dente,alterne,simple,oui
544,ulmus,dataset_processed_v3/Train/ulmus/141.jpg,dente,alterne,simple,oui
545,ulmus,dataset_processed_v3/Train/ulmus/131.jpg,dente,alterne,simple,oui
546,ulmus,dataset_processed_v3/Train/ulmus/145.jpg,dente,alterne,simple,oui
547,ulmus,dataset_processed_v3/Train/ulmus/103.jpg,dente,alterne,simple,oui
548,ulmus,dataset_processed_v3/Train/ulmus/54.jpg,dente,alterne,simple,oui
549,ulmus,dataset_processed_v3/Train/ulmus/165.jpg,dente,alterne,simple,oui
550,ulmus,dataset_processed_v3/Train/ulmus/132.jpg,dente,alterne,simple,oui
551,ulmus,dataset_processed_v3/Train/ulmus/ulmus088.jpg,dente,alterne,simple,oui
552,ulmus,dataset_processed_v3/Train/ulmus/ulmus093.jpg,dente,alterne,simple,oui
553,ulmus,dataset_processed_v3/Train/ulmus/120.jpg,dente,alterne,simple,oui
554,ulmus,dataset_processed_v3/Train/ulmus/75.jpg,dente,alterne,simple,oui
555,ulmus,dataset_processed_v3/Train/ulmus/ulmus081.jpg,dente,alterne,simple,oui
556,ulmus,dataset_processed_v3/Train/ulmus/192.jpg,dente,alterne,simple,oui
557,ulmus,dataset_processed_v3/Train/ulmus/153.jpg,dente,alterne,simple,oui
558,ulmus,dataset_processed_v3/Train/ulmus/162.jpg,dente,alterne,simple,oui
559,ulmus,dataset_processed_v3/Train/ulmus/01.jpg,dente,alterne,simple,oui
560,litsea,dataset_processed_v3/Train/litsea/191.jpg,lisse,alterne,simple,oui
561,litsea,dataset_processed_v3/Train/litsea/42.jpg,lisse,alterne,simple,oui
562,litsea,dataset_processed_v3/Train/litsea/40.jpg,lisse,alterne,simple,oui
563,litsea,dataset_processed_v3/Train/litsea/190.jpg,lisse,alterne,simple,oui
564,litsea,dataset_processed_v3/Train/litsea/91.jpg,lisse,alterne,simple,oui
565,litsea,dataset_processed_v3/Train/litsea/173.jpg,lisse,alterne,simple,oui
566,litsea,dataset_processed_v3/Train/litsea/90.jpg,lisse,alterne,simple,oui
567,litsea,dataset_processed_v3/Train/litsea/litsea083.jpg,lisse,alterne,simple,oui
568,litsea,dataset_processed_v3/Train/litsea/134.jpg,lisse,alterne,simple,oui
569,litsea,dataset_processed_v3/Train/litsea/155.jpg,lisse,alterne,simple,oui
570,litsea,dataset_processed_v3/Train/litsea/11.jpg,lisse,alterne,simple,oui
571,litsea,dataset_processed_v3/Train/litsea/185.jpg,lisse,alterne,simple,oui
572,litsea,dataset_processed_v3/Train/litsea/15.jpg,lisse,alterne,simple,oui
573,litsea,dataset_processed_v3/Train/litsea/31.jpg,lisse,alterne,simple,oui
574,litsea,dataset_processed_v3/Train/litsea/71.jpg,lisse,alterne,simple,oui
575,litsea,dataset_processed_v3/Train/litsea/51.jpg,lisse,alterne,simple,oui
576,litsea,dataset_processed_v3/Train/litsea/24.jpg,lisse,alterne,simple,oui
577,litsea,dataset_processed_v3/Train/litsea/151.jpg,lisse,alterne,simple,oui
578,litsea,dataset_processed_v3/Train/litsea/111.jpg,lisse,alterne,simple,oui
579,litsea,dataset_processed_v3/Train/litsea/152.jpg,lisse,alterne,simple,oui
580,litsea,dataset_processed_v3/Train/litsea/95.jpg,lisse,alterne,simple,oui
581,litsea,dataset_processed_v3/Train/litsea/32.jpg,lisse,alterne,simple,oui
582,litsea,dataset_processed_v3/Train/litsea/183.jpg,lisse,alterne,simple,oui
583,litsea,dataset_processed_v3/Train/litsea/142.jpg,lisse,alterne,simple,oui
584,litsea,dataset_processed_v3/Train/litsea/195.jpg,lisse,alterne,simple,oui
585,litsea,dataset_processed_v3/Train/litsea/73.jpg,lisse,alterne,simple,oui
586,litsea,dataset_processed_v3/Train/litsea/135.jpg,lisse,alterne,simple,oui
587,litsea,dataset_processed_v3/Train/litsea/82.jpg,lisse,alterne,simple,oui
588,litsea,dataset_processed_v3/Train/litsea/93.jpg,lisse,alterne,simple,oui
589,litsea,dataset_processed_v3/Train/litsea/122.jpg,lisse,alterne,simple,oui
590,litsea,dataset_processed_v3/Train/litsea/41.jpg,lisse,alterne,simple,oui
591,litsea,dataset_processed_v3/Train/litsea/164.jpg,lisse,alterne,simple,oui
592,litsea,dataset_processed_v3/Train/litsea/litsea082.jpg,lisse,alterne,simple,oui
593,litsea,dataset_processed_v3/Train/litsea/105.jpg,lisse,alterne,simple,oui
594,litsea,dataset_processed_v3/Train/litsea/74.jpg,lisse,alterne,simple,oui
595,litsea,dataset_processed_v3/Train/litsea/20.jpg,lisse,alterne,simple,oui
596,litsea,dataset_processed_v3/Train/litsea/04.jpg,lisse,alterne,simple,oui
597,litsea,dataset_processed_v3/Train/litsea/130.jpg,lisse,alterne,simple,oui
598,litsea,dataset_processed_v3/Train/litsea/64.jpg,lisse,alterne,simple,oui
599,litsea,dataset_processed_v3/Train/litsea/litsea081.jpg,lisse,alterne,simple,oui
600,litsea,dataset_processed_v3/Train/litsea/litsea087.jpg,lisse,alterne,simple,oui
601,litsea,dataset_processed_v3/Train/litsea/80.jpg,lisse,alterne,simple,oui
602,litsea,dataset_processed_v3/Train/litsea/102.jpg,lisse,alterne,simple,oui
603,litsea,dataset_processed_v3/Train/litsea/05.jpg,lisse,alterne,simple,oui
604,litsea,dataset_processed_v3/Train/litsea/litsea098.jpg,lisse,alterne,simple,oui
605,litsea,dataset_processed_v3/Train/litsea/62.jpg,lisse,alterne,simple,oui
606,litsea,dataset_processed_v3/Train/litsea/133.jpg,lisse,alterne,simple,oui
607,litsea,dataset_processed_v3/Train/litsea/52.jpg,lisse,alterne,simple,oui
608,litsea,dataset_processed_v3/Train/litsea/175.jpg,lisse,alterne,simple,oui
609,litsea,dataset_processed_v3/Train/litsea/104.jpg,lisse,alterne,simple,oui
